Username,Date,Time,Tweet,tokens,sentiment
ElectroquestUK,5/1/2023,13:00:02,"visit our online store for trojan batteries at  

trojan batteries renewable aerialwork floormachine ","['visit', 'onlin', 'store', 'trojan', 'batteri', 'trojan', 'batteri', 'renew', 'aerialwork', 'floormachin']",NEGATIVE
ElectroquestUK,5/1/2023,9:00:01,"visit our online store for trojan batteries at  

trojan batteries renewable aerialwork floormachine ","['visit', 'onlin', 'store', 'trojan', 'batteri', 'trojan', 'batteri', 'renew', 'aerialwork', 'floormachin']",NEGATIVE
AWA_Studios,5/1/2023,2:08:39,sal is the letterer on more titles we can count including fightgirls sacrament trojan eratic recharged theresistance and themadness discover his happy place his favorite song his guilty pleasure and more  22 cotm shoutoutsaturday,"['sal', 'letter', 'titl', 'count', 'includ', 'fightgirl', 'sacrament', 'trojan', 'erat', 'recharg', 'theresist', 'themad', 'discov', 'happi', 'place', 'favorit', 'song', 'guilti', 'pleasur', '22', 'cotm', 'shoutoutsaturday']",POSITIVE
FutersAndy,4/30/2023,19:47:25, get up there i pray its local so can get to photograph it  trojan letsgobaby ,"['get', 'pray', 'local', 'get', 'photograph', 'trojan', 'letsgobabi']",NEGATIVE
marcoessomba,4/30/2023,19:30:01,"ghosttoken opens google accounts to permanent infection  darkreading

a bug in how google cloud platform handles oauth tokens opened the door to trojan apps that could access anything in users personal or business google drives photos gmail

 ","['ghosttoken', 'open', 'googl', 'account', 'perman', 'infect', 'darkread', 'bug', 'googl', 'cloud', 'platform', 'handl', 'oauth', 'token', 'open', 'door', 'trojan', 'app', 'could', 'access', 'anyth', 'user', 'person', 'busi', 'googl', 'drive', 'photo', 'gmail']",NEGATIVE
wealth_words,4/30/2023,14:44:00,"gaming is a good fun activity
amp a great source of inspiration
to earn real money 

lets play
explore now 

wealthwords wealthy mavericks trojan unicorn wealthwordgames time startearningnow crosswordpuzzle gamermemes quick gamers playing ","['game', 'good', 'fun', 'activ', 'amp', 'great', 'sourc', 'inspir', 'earn', 'real', 'money', 'let', 'play', 'explor', 'wealthword', 'wealthi', 'maverick', 'trojan', 'unicorn', 'wealthwordgam', 'time', 'startearningnow', 'crosswordpuzzl', 'gamermem', 'quick', 'gamer', 'play']",POSITIVE
TheUPSHOTis,4/30/2023,13:16:45,"what a great april we have had no new series this  but the epic final issue of trojan

check out my look back at april and what is to come in may below


 trojan blacktape ","['great', 'april', 'new', 'seri', 'epic', 'final', 'issu', 'trojan', 'check', 'look', 'back', 'april', 'come', 'may', 'trojan', 'blacktap']",POSITIVE
arturkja,4/30/2023,11:19:27,"skate brought me art and hardcore brought me the rude boy culture where ska nourishes the morning dance

do not be afraid  listen to laurel aitken and ska

nftproject aiart rudeboy ska trojan ","['skate', 'brought', 'art', 'hardcor', 'brought', 'rude', 'boy', 'cultur', 'ska', 'nourish', 'morn', 'danc', 'afraid', 'listen', 'laurel', 'aitken', 'ska', 'nftproject', 'aiart', 'rudeboy', 'ska', 'trojan']",POSITIVE
ReBensk,4/30/2023,7:51:11,"android playstore trojan malware androidsecurity 
 
 
 
 
joker trojan on google play 

md5 eb646cfb272642212e72bc26f8ba41a9
pylddavespagelinkdmcn ","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play', 'md5', 'eb646cfb272642212e72bc26f8ba41a9', 'pylddavespagelinkdmcn']",NEGATIVE
ReBensk,4/30/2023,7:07:49,"android playstore trojan malware androidsecurity 
 
 
 
 
joker trojan on google play 

md5 8c4d669d656c23baf9b70c78db55b8f7
payload cometodzirw5if ","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play', 'md5', '8c4d669d656c23baf9b70c78db55b8f7', 'payload', 'cometodzirw5if']",NEGATIVE
ReBensk,4/30/2023,6:56:47,"android playstore trojan malware androidsecurity 
 
 
 
 
joker trojan on google play 

md5 dc8716abe7db64aaee773f142cb81272
cafremfuntogn","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play', 'md5', 'dc8716abe7db64aaee773f142cb81272', 'cafremfuntogn']",NEGATIVE
saurabhs1921,4/30/2023,5:52:47,"a new android malware named hook is being sold by cybercriminals  which claims to be able to remotely take over mobile devices in real time using vnc 

malware banking android hook android malware trojan
informationsecurity hackernews ","['new', 'android', 'malwar', 'name', 'hook', 'sold', 'cybercrimin', 'claim', 'abl', 'remot', 'take', 'mobil', 'devic', 'real', 'time', 'use', 'vnc', 'malwar', 'bank', 'android', 'hook', 'android', 'malwar', 'trojan', 'informationsecur', 'hackernew']",NEGATIVE
SC_Herd,4/29/2023,22:06:36,"    on one fkn leg cojones and heart 

let it be known that 
andrewvorhees is a trojan

fighton ","['one', 'fkn', 'leg', 'cojon', 'heart', 'let', 'known', 'andrewvorhe', 'trojan', 'fighton']",NEGATIVE
citizenzeero,4/29/2023,14:33:50, why do i get the feeling that all this wonder and awesomeness that the right are feeling about  20 was exactly the same feeling that folks in troy felt when they saw that gorgeous trojan horse well except the folks in troy didnt pay to enjoy their gift just saying,"['get', 'feel', 'wonder', 'awesom', 'right', 'feel', '20', 'exactli', 'feel', 'folk', 'troy', 'felt', 'saw', 'gorgeou', 'trojan', 'hors', 'well', 'except', 'folk', 'troy', 'didnt', 'pay', 'enjoy', 'gift', 'say']",POSITIVE
Programmatoris,4/29/2023,14:23:09,verifying android application integrity from server side  visit  for the solution android digital_signature integrity trojan tampering,"['verifi', 'android', 'applic', 'integr', 'server', 'side', 'visit', 'solut', 'android', 'digital_signatur', 'integr', 'trojan', 'tamper']",NEGATIVE
ghuth,4/29/2023,13:13:10,just read another article about trojan infected android apps why is it not built in to googleplay to alert us immediately after an app is removed and why ideally with a button to remove there and then,"['read', 'anoth', 'articl', 'trojan', 'infect', 'android', 'app', 'built', 'googleplay', 'alert', 'u', 'immedi', 'app', 'remov', 'ideal', 'button', 'remov']",NEGATIVE
secur1ty1samyth,4/29/2023,10:07:02,"join the offensive security frontline
learn more 

in a trojan horse attack which part of the packet is responsible for installing the malicious code on the target machine

trojanhorse trojan malware exploit hacking","['join', 'offens', 'secur', 'frontlin', 'learn', 'trojan', 'hors', 'attack', 'part', 'packet', 'respons', 'instal', 'malici', 'code', 'target', 'machin', 'trojanhors', 'trojan', 'malwar', 'exploit', 'hack']",NEGATIVE
silentseawolf,4/29/2023,2:34:51,new chameleon banking trojan is stealing account info  what you need to know   ,"['new', 'chameleon', 'bank', 'trojan', 'steal', 'account', 'info', 'need', 'know']",NEGATIVE
NSHSLibrary_CFB,4/28/2023,20:43:11,"weve had a wonderful two days of sharing free books with all trojan scholars during our first ever trojanbookfair 

greenandgoldenyears trojansread cfblibraries ","['weve', 'wonder', 'two', 'day', 'share', 'free', 'book', 'trojan', 'scholar', 'first', 'ever', 'trojanbookfair', 'greenandgoldenyear', 'trojansread', 'cfblibrari']",POSITIVE
dobradors,4/28/2023,16:01:02,"cassandra knew tshirt unisex 

the saddest phrase in hindsight cassandra knew

devalued dismissed greek horse ignored men mythology prophet psychic seer shortsleeve silenced tees trojan unisex women shopsmall ","['cassandra', 'knew', 'tshirt', 'unisex', 'saddest', 'phrase', 'hindsight', 'cassandra', 'knew', 'devalu', 'dismiss', 'greek', 'hors', 'ignor', 'men', 'mytholog', 'prophet', 'psychic', 'seer', 'shortsleev', 'silenc', 'tee', 'trojan', 'unisex', 'woman', 'shopsmal']",NEGATIVE
FalconFeedsio,4/28/2023,15:30:01,"a new android malware named hook is being sold by cybercriminals  which claims to be able to remotely take over mobile devices in real time using vnc hook contains the majority of ermacs code base therefore it stays a banking trojan

hook android malware trojan ","['new', 'android', 'malwar', 'name', 'hook', 'sold', 'cybercrimin', 'claim', 'abl', 'remot', 'take', 'mobil', 'devic', 'real', 'time', 'use', 'vnc', 'hook', 'contain', 'major', 'ermac', 'code', 'base', 'therefor', 'stay', 'bank', 'trojan', 'hook', 'android', 'malwar', 'trojan']",NEGATIVE
massivemcgill,4/28/2023,15:23:20,a great week away on exchieftaincornish where members of  got to spend 5 days developing team cohesion and pushing personal boundaries whilst enjoying the cornish countryside and weather trojan eod 15fdsqn bombdisposal frank ,"['great', 'week', 'away', 'exchieftaincornish', 'member', 'got', 'spend', '5', 'day', 'develop', 'team', 'cohes', 'push', 'person', 'boundari', 'whilst', 'enjoy', 'cornish', 'countrysid', 'weather', 'trojan', 'eod', '15fdsqn', 'bombdispos', 'frank']",POSITIVE
SylvisCapital,4/28/2023,14:58:27, i joke on there all the time  go search for the  of times i tell brian briscoe that my  won a he13sman this year more   wins than his utes and more natties its a blast to be a trojan ,"['joke', 'time', 'go', 'search', 'time', 'tell', 'brian', 'brisco', 'he13sman', 'year', 'win', 'ute', 'natti', 'blast', 'trojan']",NEGATIVE
Spiceworks,4/28/2023,12:51:50,"possible remote access trojan

any ideas for additional checks or methods to move forward
trojan remoteaccess techadvice techtalk
","['possibl', 'remot', 'access', 'trojan', 'idea', 'addit', 'check', 'method', 'move', 'forward', 'trojan', 'remoteaccess', 'techadvic', 'techtalk']",NEGATIVE
ReBensk,4/28/2023,5:11:18,"android playstore trojan malware androidsecurity 
 
 
 
 
coper banking trojan from github 
","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'coper', 'bank', 'trojan', 'github']",NEGATIVE
kaspersky,4/28/2023,5:01:47,"want to know what the top advanced persistent threats apts of q1 2023 look like our great team has uncovered some major findings that you should be aware of in order to stay ahead of cybercriminals 
full report  

cybersecurity malware trojan ","['want', 'know', 'top', 'advanc', 'persist', 'threat', 'apt', 'q1', '2023', 'look', 'like', 'great', 'team', 'uncov', 'major', 'find', 'awar', 'order', 'stay', 'ahead', 'cybercrimin', 'full', 'report', 'cybersecur', 'malwar', 'trojan']",NEGATIVE
socalshfanatic,4/28/2023,4:28:35,"nosurprise 
i think i mentioned last season that this trojan was gonna be a 1st round pick ","['nosurpris', 'think', 'mention', 'last', 'season', 'trojan', 'gon', 'na', '1st', 'round', 'pick']",POSITIVE
oysterskin,4/28/2023,3:16:42,4 wrs in a row gimme the best one in the draft trojan captainkirk lets go jordan addison,"['4', 'wr', 'row', 'gim', 'best', 'one', 'draft', 'trojan', 'captainkirk', 'let', 'go', 'jordan', 'addison']",POSITIVE
AWA_Studios,4/28/2023,2:47:11, and trojan 4 certainly brings some heat though perhaps not in a good way ,"['trojan', '4', 'certainli', 'bring', 'heat', 'though', 'perhap', 'good', 'way']",NEGATIVE
AWA_Studios,4/28/2023,2:38:17,    happy ncbd thanks for including trojan 4,"['happi', 'ncbd', 'thank', 'includ', 'trojan', '4']",POSITIVE
ResidentPNG,4/28/2023,2:20:13,"working on a ref sheet for trojan

the scrimblo

heres a small hint
this isnt the form you should be caring about of him theres more coming 
not in soular eclipse just in general
maybe in soular if people like him enough in v1

sonicexe fnf exe trojan fridaynightfunkin ","['work', 'ref', 'sheet', 'trojan', 'scrimblo', 'here', 'small', 'hint', 'isnt', 'form', 'care', 'there', 'come', 'soular', 'eclips', 'gener', 'mayb', 'soular', 'peopl', 'like', 'enough', 'v1', 'sonicex', 'fnf', 'exe', 'trojan', 'fridaynightfunkin']",NEGATIVE
MarcKulkin,4/27/2023,22:59:39,the former usc trojan has a new home with the utah st aggies after spending a year with the wyoming cowboys ,"['former', 'usc', 'trojan', 'new', 'home', 'utah', 'st', 'aggi', 'spend', 'year', 'wyom', 'cowboy']",POSITIVE
THEMOLDKNIGHT,4/27/2023,19:24:48,imagine ai like a trojan virus flowing from computer to pc learning replicating in intelligence but causing harm it could be an end to civilization on our planet earth ,"['imagin', 'ai', 'like', 'trojan', 'viru', 'flow', 'comput', 'pc', 'learn', 'replic', 'intellig', 'caus', 'harm', 'could', 'end', 'civil', 'planet', 'earth']",NEGATIVE
cruzn9206,4/27/2023,18:28:03,welcome to the trojan family bk fighton   ,"['welcom', 'trojan', 'famili', 'bk', 'fighton']",POSITIVE
QuoIntelligence,4/27/2023,16:57:59, we track a phishing campaign targeting scada system providers in the dach region delivering the remcos trojan we analyze the german it security act 20 the new cybersecurity standard din spec 27076 and the cyberrisikocheck  ,"['track', 'phish', 'campaign', 'target', 'scada', 'system', 'provid', 'dach', 'region', 'deliv', 'remco', 'trojan', 'analyz', 'german', 'secur', 'act', '20', 'new', 'cybersecur', 'standard', 'din', 'spec', '27076', 'cyberrisikocheck']",NEGATIVE
SecneurX,4/27/2023,13:45:00,"we detected more malicious spyware apps on  
  

spyware on google play
with 10000downloads

app name  all in one 4k hd video player

trojan malware spyware playstore  cybersecurity threathunting infosec android ","['detect', 'malici', 'spywar', 'app', 'spywar', 'googl', 'play', '10000download', 'app', 'name', 'one', '4k', 'hd', 'video', 'player', 'trojan', 'malwar', 'spywar', 'playstor', 'cybersecur', 'threathunt', 'infosec', 'android']",NEGATIVE
ElectroquestUK,4/27/2023,13:00:02,"trojan t105  best deep cycle battery for leisure amp marine as well as access platforms solar panels amp more 

visit  

trojan battery trojanbatteries marine leisure golf solar ","['trojan', 't105', 'best', 'deep', 'cycl', 'batteri', 'leisur', 'amp', 'marin', 'well', 'access', 'platform', 'solar', 'panel', 'amp', 'visit', 'trojan', 'batteri', 'trojanbatteri', 'marin', 'leisur', 'golf', 'solar']",POSITIVE
pejoneresearch,4/27/2023,12:00:01,pupy rat distribuito con il toolkit decoy dog  27aprile cyberattack cybercrime cybersecurity pupyrat malware dataprotection trojan ,"['pupi', 'rat', 'distribuito', 'con', 'il', 'toolkit', 'decoy', 'dog', '27april', 'cyberattack', 'cybercrim', 'cybersecur', 'pupyrat', 'malwar', 'dataprotect', 'trojan']",NEGATIVE
ElectroquestUK,4/27/2023,9:15:00,"trojan t105  best deep cycle battery for leisure amp marine as well as access platforms solar panels amp more 

visit  

trojan battery trojanbatteries marine leisure golf solar ","['trojan', 't105', 'best', 'deep', 'cycl', 'batteri', 'leisur', 'amp', 'marin', 'well', 'access', 'platform', 'solar', 'panel', 'amp', 'visit', 'trojan', 'batteri', 'trojanbatteri', 'marin', 'leisur', 'golf', 'solar']",POSITIVE
SecneurX,4/27/2023,9:00:02,"we detected more malicious hidden ad apps on  
  

hidden ad on google play
with 10000000downloads

app name  craft robo clever rainbow

trojan malware hidden ad playstore  cybersecurity threathunting infosec android ","['detect', 'malici', 'hidden', 'ad', 'app', 'hidden', 'ad', 'googl', 'play', '10000000download', 'app', 'name', 'craft', 'robo', 'clever', 'rainbow', 'trojan', 'malwar', 'hidden', 'ad', 'playstor', 'cybersecur', 'threathunt', 'infosec', 'android']",NEGATIVE
SecneurX,4/27/2023,8:45:00,"we detected more malicious hidden ad apps on  
  

hidden ad on google play
with 100000downloads

app name  craft forrest pixelart robo

trojan malware hidden ad playstore  cybersecurity threathunting infosec android ","['detect', 'malici', 'hidden', 'ad', 'app', 'hidden', 'ad', 'googl', 'play', '100000download', 'app', 'name', 'craft', 'forrest', 'pixelart', 'robo', 'trojan', 'malwar', 'hidden', 'ad', 'playstor', 'cybersecur', 'threathunt', 'infosec', 'android']",NEGATIVE
SecneurX,4/27/2023,8:30:00,"we detected more malicious hidden ad apps on  
  

hidden ad on google play
with 5000000downloads

app name  block pro earth

trojan malware hidden ad playstore  cybersecurity threathunting infosec android ","['detect', 'malici', 'hidden', 'ad', 'app', 'hidden', 'ad', 'googl', 'play', '5000000download', 'app', 'name', 'block', 'pro', 'earth', 'trojan', 'malwar', 'hidden', 'ad', 'playstor', 'cybersecur', 'threathunt', 'infosec', 'android']",NEGATIVE
ReBensk,4/27/2023,8:18:43,"android playstore trojan malware androidsecurity 
 
 
 

joker trojan on google play 
","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play']",NEGATIVE
SecneurX,4/27/2023,8:15:00,"we detected more malicious spyware apps on  
  

spyware on google play
with 10000downloads

app name  storm charge

trojan malware spyware playstore  cybersecurity threathunting infosec android ","['detect', 'malici', 'spywar', 'app', 'spywar', 'googl', 'play', '10000download', 'app', 'name', 'storm', 'charg', 'trojan', 'malwar', 'spywar', 'playstor', 'cybersecur', 'threathunt', 'infosec', 'android']",NEGATIVE
sh1shk0va,4/27/2023,6:52:50,"new harly android trojan on google play

apr 24 10 installs
c2 logkungdfcom ","['new', 'harli', 'android', 'trojan', 'googl', 'play', 'apr', '24', '10', 'instal', 'c2', 'logkungdfcom']",NEGATIVE
ReBensk,4/27/2023,5:51:21,"android playstore trojan malware androidsecurity 
 
 
 

joker trojan on google play 

md5 efe8c604f2daa646cd4a2e0fc8c32300","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play', 'md5', 'efe8c604f2daa646cd4a2e0fc8c32300']",NEGATIVE
AWA_Studios,4/27/2023,2:25:09,   thanks for letting doc read trojan nick i think we can all benefit from his wisdom and his enthusiasm perhaps youll let him review the blacktape trade when we get there,"['thank', 'let', 'doc', 'read', 'trojan', 'nick', 'think', 'benefit', 'wisdom', 'enthusiasm', 'perhap', 'youll', 'let', 'review', 'blacktap', 'trade', 'get']",POSITIVE
machinimagic,4/26/2023,20:07:17,"trojan war shield  handcrafted metal for warrior costume  cosplay


handmade iron shield the shield has been completely hand crafted and hand painted dimension 24 x 22 x 3
trojan war shield","['trojan', 'war', 'shield', 'handcraft', 'metal', 'warrior', 'costum', 'cosplay', 'handmad', 'iron', 'shield', 'shield', 'complet', 'hand', 'craft', 'hand', 'paint', 'dimens', '24', 'x', '22', 'x', '3', 'trojan', 'war', 'shield']",POSITIVE
DontYouBeBold,4/26/2023,20:07:17,"trojan war shield  handcrafted metal for warrior costume  cosplay


handmade iron shield the shield has been completely hand crafted and hand painted dimension 24 x 22 x 3
trojan war shield","['trojan', 'war', 'shield', 'handcraft', 'metal', 'warrior', 'costum', 'cosplay', 'handmad', 'iron', 'shield', 'shield', 'complet', 'hand', 'craft', 'hand', 'paint', 'dimens', '24', 'x', '22', 'x', '3', 'trojan', 'war', 'shield']",POSITIVE
AWA_Studios,4/26/2023,14:18:43,"on sale ncbd 426 trojan 4  series finale
story 
art laci
colors 
letters 
cover 
at your local comic shop today or add it to your pull list online 
fantasy thriller horror ","['sale', 'ncbd', '426', 'trojan', '4', 'seri', 'final', 'stori', 'art', 'laci', 'color', 'letter', 'cover', 'local', 'comic', 'shop', 'today', 'add', 'pull', 'list', 'onlin', 'fantasi', 'thriller', 'horror']",NEGATIVE
DarkCoderSc,4/26/2023,14:10:02," i just published the first article in my malware retrospective series kicking off with the notorious beast rat get ready for a deep dive into its history impact and legacy check it out here 

malware infosec cybersecurity trojan ","['publish', 'first', 'articl', 'malwar', 'retrospect', 'seri', 'kick', 'notori', 'beast', 'rat', 'get', 'readi', 'deep', 'dive', 'histori', 'impact', 'legaci', 'check', 'malwar', 'infosec', 'cybersecur', 'trojan']",NEGATIVE
HackHeadlines_,4/26/2023,13:42:47,"recently cybersecurity researchers have discovered a new malware targeting macos devices that appears to be linked to the lazarus group a north korean statesponsored hacking group the malware called rustbucket
macos malware cybersecurity lazarusgroup northkorea trojan ","['recent', 'cybersecur', 'research', 'discov', 'new', 'malwar', 'target', 'maco', 'devic', 'appear', 'link', 'lazaru', 'group', 'north', 'korean', 'statesponsor', 'hack', 'group', 'malwar', 'call', 'rustbucket', 'maco', 'malwar', 'cybersecur', 'lazarusgroup', 'northkorea', 'trojan']",NEGATIVE
Dave_DSG,4/26/2023,12:33:47,"review in spanishenglish of 
trojan 4 of 4



writer 
art laci
colors 
letterer 
cover 

in shops now from 

allcomicsfittoprint ","['review', 'spanishenglish', 'trojan', '4', '4', 'writer', 'art', 'laci', 'color', 'letter', 'cover', 'shop', 'allcomicsfittoprint']",NEGATIVE
res_australes,4/26/2023,12:22:02,trojan horse classicalreception  first dog on the moon cartoon ,"['trojan', 'hors', 'classicalrecept', 'first', 'dog', 'moon', 'cartoon']",NEGATIVE
pejoneresearch,4/26/2023,12:00:00,ghosttoken trojan app nellaccount google  26aprile cyberattack zeroday 0day trojan malware google cybersec cybercrime app ghost ,"['ghosttoken', 'trojan', 'app', 'nellaccount', 'googl', '26april', 'cyberattack', 'zeroday', '0day', 'trojan', 'malwar', 'googl', 'cybersec', 'cybercrim', 'app', 'ghost']",NEGATIVE
reecdeep,4/26/2023,9:20:06,"mentioned python malware keylogger stealer trojan 
found by  
thanks  

opens socket 45827111 44335555 66668879
persistence
system reconnaissance
code execution
exfiltration
screen viewer

infosec cybersecurity ","['mention', 'python', 'malwar', 'keylogg', 'stealer', 'trojan', 'found', 'thank', 'open', 'socket', '45827111', '44335555', '66668879', 'persist', 'system', 'reconnaiss', 'code', 'execut', 'exfiltr', 'screen', 'viewer', 'infosec', 'cybersecur']",NEGATIVE
FreedomNetTech,4/26/2023,7:03:00,"new qbot banking trojan campaign hijacks business emails to spread malware  

malware trojan","['new', 'qbot', 'bank', 'trojan', 'campaign', 'hijack', 'busi', 'email', 'spread', 'malwar', 'malwar', 'trojan']",NEGATIVE
ReBensk,4/26/2023,5:22:07,"android playstore trojan malware androidsecurity 
 
 
 

joker trojan on google play 

md5 35483a2cc37705761438fe8581bef174","['android', 'playstor', 'trojan', 'malwar', 'androidsecur', 'joker', 'trojan', 'googl', 'play', 'md5', '35483a2cc37705761438fe8581bef174']",NEGATIVE
AWA_Studios,4/26/2023,1:58:45,"everybodys looking forward to nessas big live finale on the dark web are you see how our fantasy horror thriller ends in trojan 4 by  laci  amp  with a cover by   on sale tomorrow 426 
ncbd ","['everybodi', 'look', 'forward', 'nessa', 'big', 'live', 'final', 'dark', 'web', 'see', 'fantasi', 'horror', 'thriller', 'end', 'trojan', '4', 'laci', 'amp', 'cover', 'sale', 'tomorrow', '426', 'ncbd']",NEGATIVE
Dave_DSG,4/25/2023,21:20:37,"advance review in spanishenglish of 
trojan 4 of 4



writer 
art laci
colors 
letterer 
cover 

in shops on april 26 from 

allcomicsfittoprint ","['advanc', 'review', 'spanishenglish', 'trojan', '4', '4', 'writer', 'art', 'laci', 'color', 'letter', 'cover', 'shop', 'april', '26', 'allcomicsfittoprint']",NEGATIVE
LaneSystems,4/25/2023,15:04:19,"that 3cx supplychainattack keeps getting worse more victims found


symantec says 2 critical infrastructure orgs in energy sector  2 fintech orgs amongst x_trader victims
cybersecurity infosec xtrader trojan malware cybercrime","['3cx', 'supplychainattack', 'keep', 'get', 'wors', 'victim', 'found', 'symantec', 'say', '2', 'critic', 'infrastructur', 'org', 'energi', 'sector', '2', 'fintech', 'org', 'amongst', 'x_trader', 'victim', 'cybersecur', 'infosec', 'xtrader', 'trojan', 'malwar', 'cybercrim']",NEGATIVE
MrsAllInOne,4/25/2023,14:44:07,"the story of trojan horse  
mifrahahmad trojan horse 

subscribe my youtube channel for more videos 
 ","['stori', 'trojan', 'hors', 'mifrahahmad', 'trojan', 'hors', 'subscrib', 'youtub', 'channel', 'video']",NEGATIVE
cynthiasallys,4/25/2023,14:11:04,"for those of you have read homers iliad this novel will come as quite the surprise 
to read more go here  

trojan apollo hector ","['read', 'homer', 'iliad', 'novel', 'come', 'quit', 'surpris', 'read', 'go', 'trojan', 'apollo', 'hector']",POSITIVE
LorenzoBaronLF,4/25/2023,13:39:27,"in my usual role
epiphone dot es335 guitar marshall head cabinet reharsal punkrock hardcore black trojan tshirt rude ","['usual', 'role', 'epiphon', 'dot', 'es335', 'guitar', 'marshal', 'head', 'cabinet', 'rehars', 'punkrock', 'hardcor', 'black', 'trojan', 'tshirt', 'rude']",NEGATIVE
crocodylii,4/25/2023,13:17:08,analyzing the builder of version 4 of brata rat i realized that version 5 is already in sales announcements promises that in this new version there are functions for ios in addition to android rat malware trojan android bratarat ,"['analyz', 'builder', 'version', '4', 'brata', 'rat', 'realiz', 'version', '5', 'alreadi', 'sale', 'announc', 'promis', 'new', 'version', 'function', 'io', 'addit', 'android', 'rat', 'malwar', 'trojan', 'android', 'bratarat']",NEGATIVE
InfosecMonk,4/25/2023,3:26:58,decoy dog domains were linked to a command and control c2 operation with most communications from these servers originating from hosts in russia further investigation revealed the use of the pupyrat remote access trojan a modular opensource postexploitation toolkit,"['decoy', 'dog', 'domain', 'link', 'command', 'control', 'c2', 'oper', 'commun', 'server', 'origin', 'host', 'russia', 'investig', 'reveal', 'use', 'pupyrat', 'remot', 'access', 'trojan', 'modular', 'opensourc', 'postexploit', 'toolkit']",NEGATIVE
AWA_Studios,4/25/2023,2:23:16,"in our latest awa insider newsletter we previewed the trojan vol 1 graphic novel by  laci  amp  with a  cover we also shared a free digital comic variant cover creator of the month and more
 horror ","['latest', 'awa', 'insid', 'newslett', 'preview', 'trojan', 'vol', '1', 'graphic', 'novel', 'laci', 'amp', 'cover', 'also', 'share', 'free', 'digit', 'comic', 'variant', 'cover', 'creator', 'month', 'horror']",NEGATIVE
Dave_DSG,4/24/2023,19:31:24,"advance review in spanishenglish of 
trojan 4 of 4



writer 
art laci
colors 
letterer 
cover 

in shops on april 26 from 

allcomicsfittoprint ","['advanc', 'review', 'spanishenglish', 'trojan', '4', '4', 'writer', 'art', 'laci', 'color', 'letter', 'cover', 'shop', 'april', '26', 'allcomicsfittoprint']",NEGATIVE
KnowledgeZoneIn,4/24/2023,15:47:42,"quizoftheday the trojan horse was a wooden horse said to have been used by the greeks during the trojan war to enter the city of troy

what epic included the story of the trojan horse

a iliad
b odyssey
c heracleia
d shield of heracles

 ","['quizoftheday', 'trojan', 'hors', 'wooden', 'hors', 'said', 'use', 'greek', 'trojan', 'war', 'enter', 'citi', 'troy', 'epic', 'includ', 'stori', 'trojan', 'hors', 'iliad', 'b', 'odyssey', 'c', 'heracleia', 'shield', 'heracl']",NEGATIVE
manuelbissey,4/24/2023,15:40:03,"a bug in how google cloud platform handles oauth tokens opened the door to trojan apps that could access anything in users personal or business google drives photos gmail and more

 ","['bug', 'googl', 'cloud', 'platform', 'handl', 'oauth', 'token', 'open', 'door', 'trojan', 'app', 'could', 'access', 'anyth', 'user', 'person', 'busi', 'googl', 'drive', 'photo', 'gmail']",NEGATIVE
ElectroquestUK,4/24/2023,13:14:00,"trojan l16g  best deep cycle battery for leisure amp marine as well as access platforms solar panels amp more 

visit  

trojan battery trojanbatteries marine leisure golf solar ","['trojan', 'l16g', 'best', 'deep', 'cycl', 'batteri', 'leisur', 'amp', 'marin', 'well', 'access', 'platform', 'solar', 'panel', 'amp', 'visit', 'trojan', 'batteri', 'trojanbatteri', 'marin', 'leisur', 'golf', 'solar']",POSITIVE
Retroprojects,4/24/2023,10:00:42,"1937 trojan light commercial van
ad  see ebay link gtgt  

trojan classicvan classiccar ","['1937', 'trojan', 'light', 'commerci', 'van', 'ad', 'see', 'ebay', 'link', 'gtgt', 'trojan', 'classicvan', 'classiccar']",NEGATIVE
ElectroquestUK,4/24/2023,9:14:00,"trojan l16g  best deep cycle battery for leisure amp marine as well as access platforms solar panels amp more 

visit  

trojan battery trojanbatteries marine leisure golf solar ","['trojan', 'l16g', 'best', 'deep', 'cycl', 'batteri', 'leisur', 'amp', 'marin', 'well', 'access', 'platform', 'solar', 'panel', 'amp', 'visit', 'trojan', 'batteri', 'trojanbatteri', 'marin', 'leisur', 'golf', 'solar']",POSITIVE
antinousgaygod,4/24/2023,5:46:07, 24 april 1184 bc greeks enter troy via trojanhorse trojan by gay artist jc leyendecker saint of antinous  ,"['24', 'april', '1184', 'bc', 'greek', 'enter', 'troy', 'via', 'trojanhors', 'trojan', 'gay', 'artist', 'jc', 'leyendeck', 'saint', 'antin']",POSITIVE
2Eazy4Deezy,4/24/2023,3:58:56,lets gooooo welcome to the trojan family  ,"['let', 'gooooo', 'welcom', 'trojan', 'famili']",POSITIVE
AWA_Studios,4/24/2023,3:26:24,          thanks for listing trojan 4 and yearzero vol 0 ,"['thank', 'list', 'trojan', '4', 'yearzero', 'vol', '0']",POSITIVE
